949,encounter,조우,intermediate
950,encourage,용기를 돋우다,intermediate
951,end,끝,elementary
952,endure,견디다,intermediate
953,enemy,적,intermediate
954,enforce,실시하다,expert
955,engage,약속하다,intermediate
956,engine,엔진,elementary
957,engineer,기사,elementary
958,enhance,향상하다,intermediate
959,enjoy,즐기다,elementary
960,enormous,거대한,intermediate
961,enough,충분한,elementary
962,enroll,명부에 올리다,expert
963,ensure,-을 책임지다,intermediate
964,enter,들어가다,elementary
965,enterprise,기획,intermediate
966,entertain,즐겁게 하다,intermediate
967,enthusiastic,열심인,intermediate
968,entire,전체의,intermediate
969,entitle,자격을 주다,expert
970,entry,들어감,intermediate
971,envelope,봉투,intermediate
972,environment,환경,intermediate
973,envy,질투,intermediate
974,episode,삽화,intermediate
975,equal,같은,intermediate
976,equate,같게하다,expert
977,equipment,장비,intermediate
978,era,시대,intermediate
979,eraser,지우는 사람,elementary
980,erect,똑바로 선,expert
981,error,잘못,elementary
982,escape,도망하다,intermediate
983,escort,호위하다,intermediate
984,especially,특히,intermediate
985,essential,본질적인,intermediate
986,establish,확립하다,intermediate
987,estate,토지,expert
988,estimate,어림잡다,intermediate
989,etc,등등,intermediate
990,ethical,도덕상의,expert
991,ethnic,인종의,expert
992,evacuate,비우다,expert
993,evaluate,평가하다,intermediate
994,eve,"저녁, 밤",intermediate
995,even,-조차,intermediate
996,evening,저녁,elementary
997,eventually,결국,intermediate
998,ever,이전에,intermediate
999,every,모든,elementary
1000,evident,명백한,intermediate
1001,evil,사악한,intermediate
1002,evolution,진화,intermediate
1003,evolve,진화하다,intermediate
1004,exact,정확한,intermediate
1005,exaggerate,과장하다,intermediate
1006,exam,시험,elementary
1007,examine,시험하다,intermediate
1008,example,보기,elementary
1009,exceed,넘다,intermediate
1010,excellent,우수한,intermediate
1011,except,-을 제외하고는 제외하다,intermediate
1012,excess,초과,intermediate
1013,exchange,교환하다,intermediate
1014,excite,흥분시키다,intermediate
1015,exclude,배척하다,intermediate
1016,exclusive,배타적인,expert
1017,excuse,변명,intermediate
1018,executive,집행의,expert
1019,exercise,운동,elementary
1020,exhaust,다 써버리다,intermediate
1021,exhibit,보이다,intermediate
1022,exist,존재하다,intermediate
1023,exit,출구,elementary
1024,exotic,외국의,intermediate
1025,expand,펴다,intermediate
1026,expect,기대하다,intermediate
1027,expense,지출,intermediate
1028,expensive,비용이 드는,intermediate
1029,experience,경험,intermediate
1030,experiment,실험,intermediate
1031,expert,숙련가,intermediate
1032,expertise,대가의 의견,expert
1033,explain,설명하다,intermediate
1034,explicit,명백한,expert
1035,explode,폭발시키다,intermediate
1036,explore,탐험하다,intermediate
1037,export,수출하다 수출,intermediate
1038,expose,"쐬다, 드러내다, 맞히다",intermediate
1039,express,발표하다,intermediate
1040,extend,뻗다,intermediate
1041,extent,넓이,intermediate
1042,external,외부의,intermediate
1043,extinct,꺼진,intermediate
1044,extra,가외의,intermediate
1045,extract,뽑아내다,expert
1046,extraordinary,이상한,expert
1047,extreme,극단의,intermediate
1048,eye,눈,elementary
1049,eyebrow,눈썹,intermediate
1050,fabric,천,intermediate
1051,face,얼굴,elementary
1052,facilitate,쉽게하다,expert
1053,facility,쉬움,intermediate
1054,fact,사실,elementary
1055,factor,요소,intermediate
1056,factory,공장,elementary
1057,faculty,능력,expert
1058,fade,바래다,intermediate
1059,fail,실패하다,elementary
1060,faint,기절하다,intermediate
1061,fair,공평한,intermediate
1062,faith,신용,intermediate
1063,fall,떨어지다,elementary
1064,FALSE,거짓,intermediate
1065,fame,명성,intermediate
1066,familiar,친한,intermediate
1067,family,가족,elementary
1068,famous,유명한,elementary
1069,fan,(영화 등의)팬,elementary
1070,fancy,공상,intermediate
1071,fantastic,환상적인,elementary
1072,far,멀리,elementary
1073,fare,요금,intermediate
1074,farm,농장,elementary
1075,fascinate,황홀케 하다,intermediate
1076,fast,빠른,elementary
1077,fasten,단단히 고정시키다,intermediate
1078,fat,살찐,elementary
1079,fatal,치명적인,expert
1080,fate,숙명,intermediate
1081,father,아버지,elementary
1082,fault,결점,intermediate
1083,favor,호의,intermediate
1084,favorite,마음에 드는 좋아하는 물건,elementary
1085,fear,두려움,intermediate
1086,feature,얼굴의 생김새,intermediate
1087,federal,연방의,expert
1088,fee,요금,intermediate
1089,feed,음식(먹이)을 주다,intermediate
1090,feel,만져보다,elementary
1091,fellow,동무,intermediate
1092,female,여성,intermediate
1093,ferry,나루터,intermediate
1094,fertile,비옥한,expert
1095,fever,열,elementary
1096,few,소수의,intermediate
1097,fiber,섬유,intermediate
1098,field,들,elementary
1099,fierce,흉포한,intermediate
1100,fight,싸움,elementary
1101,figure,모습,intermediate
1102,file,종이끼우개,elementary
1103,fill,가득 채우다,elementary
1104,filter,여과기 여과하다,intermediate
1105,final,최후의,intermediate
1106,finance,재정,intermediate
1107,find,발견하다,elementary
1108,fine,훌륭한,elementary
1109,finger,손가락 손가락을 대다,elementary
1110,finish,끝내다,elementary
1111,finite,한정되어 있는,intermediate
1112,fire,불,elementary
1113,firm,굳은,intermediate
1114,fish,물고기,elementary
1115,fist,주먹,intermediate
1116,fit,맞는,intermediate
1117,fix,고정시키다,elementary
1118,flag,기,elementary
1119,flame,불꽃,intermediate
1120,flash,번쩍임,intermediate
1121,flat,편평한,intermediate
1122,flavor,(독특한)맛,intermediate
1123,flaw,금,intermediate
1124,flee,달아나다,expert
1125,flesh,살,intermediate
1126,flexible,구부리기 쉬운,intermediate
1127,flight,날기,intermediate
1128,flip,튀기다 홱 움직이다 튀기기,expert
1129,float,뜨다,intermediate
1130,flock,무리,intermediate
1131,flood,홍수,intermediate
1132,floor,마룻바닥,elementary
1133,flourish,번창하다,intermediate
1134,flow,흐르다,intermediate
1135,flower,꽃,elementary
1136,fluid,유동성의,expert
1137,flush,왈칵흐르다,expert
1138,fly,날다,elementary
1139,focus,초점,elementary
1140,fog,안개,elementary
1141,fold,주름,intermediate
1142,folk,사람들,intermediate
1143,follow,쫓다,intermediate
1144,fond,좋아하는,expert
1145,food,음식,elementary
1146,fool,바보,elementary
1147,foot,발,elementary
1148,football,축구,elementary
1149,for,대신에,elementary
1150,forbid,금하다,intermediate
1151,force,힘,intermediate
1152,forecast,예상,intermediate
1153,forehead,이마,intermediate
1154,foreign,외국의,intermediate
1155,forest,숲,elementary
1156,forever,영원히,elementary
1157,forget,잊다,elementary
1158,forgive,용서하다,intermediate
1159,form,모양,elementary
1160,formal,형식상의,intermediate
1161,format,(서적의)체제,intermediate
1162,formation,형성,intermediate
1163,former,이전의,intermediate
1164,formula,공식,expert
1165,forth,앞으로,intermediate
1166,fortunate,운좋은,intermediate
1167,fortune,운,intermediate
1168,forum,공개토론회,intermediate
1169,forward,앞쪽에,intermediate
1170,foster,기르다,expert
1171,foundation,기초,intermediate
1172,fountain,샘,intermediate
1173,fox,교활한 사람,elementary
1174,fraction,분수,expert
1175,frame,구조,intermediate
1176,framework,뼈대,intermediate
1177,frankly,솔직히,intermediate
1178,free,자유로운,elementary
1179,freeze,얼다,intermediate
1180,frequent,빈번한,intermediate
1181,fresh,새로운,elementary
1182,friend,친구,elementary
1183,fright,(갑자기 엄습하는)공포,intermediate
1184,frog,개구리,elementary
1185,from,"(분리,이탈,출발점,기점)-로 부터",elementary
1186,front,정면,elementary
1187,frost,서리,expert
1188,frown,눈살을 찌푸리다,intermediate
1189,fruit,과일,elementary
1190,frustrate,(계획 등을)좌절시키다,intermediate
1191,fry,기름으로 튀기다,elementary
1192,fuel,연료,intermediate
1193,fulfil,이행하다,intermediate
1194,full,가득찬,elementary
1195,fun,즐거운 생각,elementary
1196,function,기능,intermediate
1197,fund,기금,intermediate
1198,fundamental,기초(기준)의,intermediate
1199,funeral,장사,intermediate
1200,fur,모피,intermediate
1201,furious,노하여 펄펄뛰는,expert
1202,furnish,공급하다,expert
1203,furniture,가구,intermediate
1204,furthermore,더우기,intermediate
1205,fuse,신관,expert
1206,future,미래,elementary
1207,gain,얻다,intermediate
1208,gamble,도박하다 도박 도박해서 잃다,intermediate
1209,gang,한 떼,intermediate
1210,gap,갈라진 틈,intermediate
1211,garage,차고,intermediate
1212,garden,뜰,elementary
1213,gasoline,가솔린,expert
1214,gate,문,elementary
1215,gather,그러모으다,intermediate
1216,gaze,지켜보다,expert
1217,gear,톱니바퀴,intermediate
1218,gender,성,intermediate
1219,gene,유전(인)자,intermediate
1220,general,일반적인,intermediate
1221,generate,낳다,expert
1222,generation,일대,intermediate
1223,generous,광대한,intermediate
1224,genius,천재,intermediate
1225,genre,유형,intermediate
1226,gentle,온화한,intermediate
1227,gentleman,신사,elementary
1228,genuine,진짜의,intermediate
1229,geography,지리,intermediate
1230,geology,지질학,intermediate
1231,gesture,몸짓,elementary
1232,get,얻다,elementary
1233,ghost,유령,elementary
1234,giant,거인,elementary
1235,gift,선물,elementary
1236,giraffe,기린,elementary
1237,girl,소녀,elementary
1238,give,주다,elementary
1239,glad,기쁜,elementary
1240,glance,흘긋 봄,intermediate
1241,glare,번쩍이는 빛,expert
1242,glass,유리,elementary
1243,glimpse,흘끗 봄,expert
1244,global,공모양의,intermediate
1245,glory,영광,intermediate
1246,glove,장갑,elementary
1247,glow,타다,intermediate
1248,glue,아교,elementary
1249,go,가다,elementary
1250,goal,결승점,elementary
1251,goat,염소,intermediate
1252,god,신,elementary
1253,gold,금,elementary
1254,good,좋은,elementary
1255,goodbye,안녕히 가세요,elementary
1256,goods,상품,intermediate
1257,gorgeous,호화로운,intermediate
1258,govern,다스리다,intermediate
1259,grab,붙잡다(snatch),intermediate
1260,grace,은총,intermediate
1261,grade,등급,intermediate
1262,gradual,점차적인,intermediate
1263,graduate,학위를 수여하다,intermediate
1264,grain,곡물,intermediate
1265,grand,위대한,intermediate
1266,grandfather,할아버지,elementary
1267,grant,받아들이다,intermediate
1268,grape,포도,elementary
1269,graphic,그려 놓은 듯한,intermediate
1270,grasp,붙잡다,expert
1271,grass,풀밭,elementary
1272,grateful,고맙게 생각하는,intermediate
1273,grave,무덤,intermediate
1274,great,커다란,elementary
1275,greed,탐욕,intermediate
1276,green,초록색,elementary
1277,greet,인사하다,intermediate
1278,grey,회색의,elementary
1279,grief,심한 슬픔(deep sorrow),intermediate
1280,grip,잡기,intermediate
1281,grocery,식품잡화류,intermediate
1282,gross,총계의,expert
1283,ground,땅,elementary
1284,group,집단,elementary
1285,grow,성장하다,elementary
1286,guarantee,보증하다,intermediate
1287,guardian,보호자,expert
1288,guess,추측(짐작)하다,elementary
1289,guest,손님,intermediate
1290,guide,이끌다,elementary
1291,guideline,지침,intermediate
1292,guilty,죄지은,intermediate
1293,gulf,만,expert
1294,gun,총,intermediate
1295,guy,녀석,elementary
1296,gymnasium,실내체조장,intermediate
1297,habit,습관,elementary
1298,habitat,(동물의)자연번식지,expert
1299,hair,털,elementary
1300,half,반,intermediate
1301,hall,회관,intermediate
1302,halt,멈춰서다,expert
1303,hammer,망치,intermediate
1304,hand,손,elementary
1305,handicap,불리한 조건,intermediate
1306,handle,손잡이,intermediate
1307,handsome,얼굴(자태)이 잘생긴,elementary
1308,hang,걸다,elementary
1309,happen,(사건 등이)일어나다,intermediate
1310,happy,행운의,elementary
1311,harbor,항구,intermediate
1312,hard,단단한,elementary
1313,hardly,거의 -아니다,intermediate
1314,harm,해,intermediate
1315,harsh,거친,intermediate
1316,harvest,수확,intermediate
1317,haste,급함,intermediate
1318,hat,(테있는)모자 모자를 씌우다,elementary
1319,hate,미워하다,elementary
1320,haunt,자주가다,expert
1321,have,가지(고 있)다,elementary
1322,hazard,위험,intermediate
1323,he,(3인칭단수 남성)그,elementary
1324,head,머리,elementary
1325,headache,두통,elementary
1326,headquarters,본부,expert
1327,heal,고치다,intermediate
1328,health,건강,intermediate
1329,hear,듣다,intermediate
1330,heart,심장,elementary
1331,heat,열,elementary
1332,heaven,하늘,elementary
1333,heavy,무거운,elementary
1334,heel,발뒤꿈치,intermediate
1335,height,높이,intermediate
1336,heir,상속인,expert
1337,helicopter,헬리콥터,elementary
1338,hell,지옥,intermediate
1339,hello,여보,elementary
1340,help,돕다,elementary
1341,hence,그러므로,expert
1342,here,여기에,elementary
1343,heritage,세습 재산,expert
1344,hero,영웅,elementary
1345,hesitate,주저하다,intermediate
1346,hide,감추다,intermediate
1347,high,높은,elementary
1348,highway,대도,intermediate
1349,hill,"언덕, 낮은 산 인도 고지",elementary
1350,hip,엉덩이,intermediate
1351,hire,고용하다,intermediate
1352,history,역사,elementary
1353,hit,명중하다,elementary
1354,hobby,취미,elementary
1355,hold,손에 갖고 있다,elementary
1356,hole,구멍,intermediate
1357,holiday,휴일,elementary
1358,holy,신성한,intermediate
1359,home,가정,elementary
1360,homework,숙제,elementary
1361,honest,정직한,elementary
1362,honey,벌꿀,elementary
1363,honor,명예,intermediate
1364,hook,갈고리,expert
1365,hope,희망,elementary
1366,horizon,지평선,intermediate
1367,horn,뿔,expert
1368,horror,공포,intermediate
1369,horse,말,elementary
1370,hospital,병원,elementary
1371,host,"주인, 집주인 노릇, 호스트",intermediate
1372,hostage,볼모,expert
1373,hostile,반대하는,expert
1374,hot,뜨거운,elementary
1375,hour,시간,elementary
1376,house,집,elementary
1377,household,가족,intermediate
1378,how,어떻게,elementary
1379,however,아무리,elementary
1380,hug,꼭 껴안다,intermediate
1381,huge,거대한,intermediate
1382,human,인간의,elementary
1383,humor,유우머,elementary
1384,hundred,100 100의,elementary
1385,hungry,배고픈,elementary
1386,hunt,사냥하다,elementary
1387,hurry,서두르다,elementary
1388,hurt,상처내다,intermediate
1389,husband,남편 절약하다,elementary
1390,hut,오두막,intermediate
1391,hypothesis,가설,expert
1392,I,"나는, 내가",elementary
1393,ice,얼음,elementary
1394,idea,관념,elementary
1395,ideal,이상,intermediate
1396,identical,아주 동일한,intermediate
1397,identify,동일시하다,intermediate
1398,ideology,공리,expert
1399,if,만일 -이라면,elementary
1400,ignore,무시하다,intermediate
1401,ill,병든,intermediate
1402,illusion,환영,expert
1403,illustrate,설명하다,intermediate
1404,imagine,상상하다,intermediate
1405,imitate,흉내내다,intermediate
1406,immediate,직접의,intermediate
1407,immense,무한한,expert
1408,immigrate,이주하다,expert
1409,immune,면역성의,intermediate
1410,impact,충격,intermediate
1411,imperial,제국의,intermediate
1412,implement,기구,expert
1413,imply,함축하다,expert
1414,import,수입하다,intermediate
1415,important,중요한,elementary
1416,impose,부과하다,expert
1417,impress,인상지우다,intermediate
1418,improve,개선하다,intermediate
1419,in,-속에,elementary
1420,incentive,자극적인,intermediate
1421,incident,사건,intermediate
1422,incline,기울이다,expert
1423,include,포함하다,intermediate
1424,income,수입,intermediate
1425,incorporate,합동시키다,expert
1426,increase,늘다,intermediate
1427,incredible,믿을 수 없는,intermediate
1428,indeed,참으로,intermediate
1429,independent,독립한,intermediate
1430,index,색인,expert
1431,indicate,지적하다,intermediate
1432,individual,개인,intermediate
1433,induce,꾀다,expert
1434,industry,공업,intermediate
1435,inevitable,피할 수 없는,expert
1436,infant,유아,intermediate
1437,infect,감염시키다,expert
1438,infer,추론하다,expert
1439,inflate,부풀게 하다,expert
1440,influence,영향력,intermediate
1441,inform,알리다,intermediate
1442,informal,비공식의,intermediate
1443,ingredient,성분,intermediate
1444,inhabit,살다,intermediate
1445,inherent,생태의,expert
1446,inhibit,금하다,expert
1447,initial,처음의,intermediate
1448,initiate,시작하다,intermediate
1449,inject,주사하다,intermediate
1450,injure,해치다,intermediate
1451,inn,여인숙,intermediate
1452,innocent,무구한,intermediate
1453,innovate,새롭게 하다,intermediate
1454,input,투입,intermediate
1455,inquire,묻다,expert
1456,insect,곤충,intermediate
1457,insert,끼워넣다,intermediate
1458,inside,안쪽,elementary
1459,insight,통찰(력),intermediate
1460,insist,주장하다,intermediate
1461,inspect,검사하다,intermediate
1462,inspire,영감을 주다,intermediate
1463,install,설치하다,intermediate
1464,instance,실례,intermediate
1465,instant,즉시의,intermediate
1466,instead,그 대신에,intermediate
1467,instinct,본능,intermediate
1468,institute,만들다,intermediate
1469,instruct,가르치다,intermediate
1470,instrument,기구,intermediate
1471,insult,모욕하다,intermediate
1472,insure,보증하다,intermediate
1473,integrate,통합하다,expert
1474,intellectual,지적인,intermediate
1475,intelligent,지적인,intermediate
1476,intend,-할 작정이다,intermediate
1477,intense,강렬한,intermediate
1478,intent,의향,intermediate
1479,interact,서로 작용하다,intermediate
1480,interest,흥미,intermediate
1481,interfere,간섭하다,intermediate
1482,intermediate,중간의 중간물,intermediate
1483,internal,내부의,intermediate
1484,international,국제적인,intermediate
1485,interpret,해석하다,intermediate
1486,interrupt,훼방놓다,intermediate
1487,interval,간격,intermediate
1488,intervene,사이에 들다,expert
1489,intimate,친밀한,intermediate
1490,into,-안으로,elementary
1491,intrigue,음모,expert
1492,introduce,안으로 들이다,elementary
1493,invade,침입하다,intermediate
1494,invent,발명하다,intermediate
1495,invest,투자하다,intermediate
1496,investigate,조사하다,intermediate
1497,invite,초대하다,elementary
1498,involve,말아넣다,intermediate
1499,iron,쇠,intermediate
1500,irony,반어,intermediate
1501,irritate,노하게 하다,intermediate
1502,island,섬,intermediate
1503,isolate,고립시키다,intermediate
1504,it,그것은,elementary
1505,item,조항,intermediate
1506,jail,교도소,intermediate
1507,jar,(아가리가 넓은)항아리,intermediate
1508,jaw,턱,intermediate
1509,jeans,청바지,elementary
1510,jet,(가스등의)분출,intermediate
1511,job,일,elementary
1512,jog,살짝 밀다 덜커덕 움직이다 고르지 않음,intermediate
1513,join,결합하다,elementary
1514,joint,이음매,intermediate
1515,joke,농담,intermediate
1516,journal,일간신문,intermediate
1517,journey,여행,intermediate
1518,joy,즐거움,elementary
1519,judge,재판관,intermediate
1520,judicial,사법의,expert
1521,junior,손아래사람,intermediate
1522,jury,배심,intermediate
1523,just,올바른,elementary
1524,justice,정의,intermediate
1525,justify,옳다고 하다,intermediate
1526,keen,날카로운,expert
1527,keep,계속하다,elementary
1528,key,열쇠,elementary
1529,kick,걷어차다,elementary
1530,kid,아이,elementary
1531,kill,죽이다,elementary
1532,kind,친절한,elementary
1533,king,왕,elementary
1534,kit,연장통,intermediate
1535,kitchen,부엌,elementary
1536,knee,무릎,intermediate
1537,knife,나이프,elementary
1538,knight,(중세의)기사,intermediate
1539,knock,치다,intermediate
1540,knot,매듭(tie),expert
1541,know,알다,elementary
1542,label,라벨,intermediate
1543,labor,노동,intermediate
1544,laboratory,실험실,intermediate
1545,lack,결핍,intermediate
1546,ladder,사닥다리,intermediate
1547,lady,귀부인,elementary
1548,lake,호수,elementary
1549,lamb,어린 양,intermediate
1550,lamp,등,intermediate
1551,land,뭍,elementary
1552,landscape,풍경,intermediate
1553,lane,좁은길,intermediate
1554,language,언어,intermediate
1555,lap,무릎,intermediate
1556,large,큰,elementary
1557,last,계속하다,elementary
1558,late,늦은,elementary
1559,latter,뒤쪽의,intermediate
1560,laugh,(소리내어)웃다,intermediate
1561,launch,진수시키다,intermediate
1562,laundry,세탁물,intermediate
1563,law,법률,intermediate
1564,lawn,잔디밭,intermediate
1565,lawyer,법률가,intermediate
1566,lay,눕히다,intermediate
1567,layer,층,intermediate
1568,lazy,게으른,elementary
1569,lead,이끌다,intermediate
1570,leaf,잎,elementary
1571,leak,샘,intermediate
1572,lean,기대다,intermediate
1573,leap,껑충 뛰다,intermediate
1574,learn,배우다,elementary
1575,lease,임대차,expert
1576,leather,무두질한 가죽,intermediate
1577,leave,남기고가다,intermediate
1578,lecture,강의,intermediate
1579,left,왼쪽의,elementary
1580,leg,다리,elementary
1581,legal,법률상의,intermediate
1582,legend,전설,intermediate
1583,legislate,법률을 제정하다,expert
1584,legitimate,합법의,expert
1585,leisure,틈,intermediate
1586,lend,빌리다,intermediate
1587,lesson,학과,elementary
1588,let,시키다,intermediate
1589,letter,편지,elementary
1590,level,수평의,intermediate
1591,liberal,자유주의의,intermediate
1592,liberty,자유,intermediate
1593,library,도서관,elementary
1594,license,면허,intermediate
1595,lid,뚜껑,intermediate
1596,lie,눕다,elementary
1597,lift,끌어올리다,intermediate
1598,light,빛,elementary
1599,like,좋아하다,elementary
1600,likely,있을 법한,intermediate
1601,likewise,"같이, 마찬가지로",intermediate
1602,limit,한계,intermediate
1603,line,선,elementary
1604,linguistic,말의,intermediate
1605,link,사슬의 고리,intermediate
1606,lion,사자,elementary
1607,lip,입술,elementary
1608,liquid,액체,intermediate
1609,list,일람표,intermediate
1610,listen,경청하다,elementary
1611,literal,문자의,expert
1612,literature,문학,intermediate
1613,little,작은,elementary
1614,live,살다,elementary
1615,livingroom,거실,elementary
1616,load,짐,intermediate
1617,loan,대부,intermediate
1618,local,장소의,intermediate
1619,locate,관청 등을 두다,intermediate
1620,lock,자물쇠,intermediate
1621,log,통나무,intermediate
1622,logic,논리학,intermediate
1623,lone,혼자의,expert
1624,long,"(길이,시간 등)긴",elementary
1625,look,보다,elementary
1626,loose,풀어진,intermediate
1627,lose,잃다,intermediate
1628,loss,잃음,intermediate
1629,lot,제비,intermediate
1630,loud,시끄러운,intermediate
1631,lounge,빈둥거리다,intermediate
1632,love,사랑,elementary
1633,low,낮은,elementary
1634,loyal,충성스러운,intermediate
1635,luck,운,elementary
1636,lump,덩어리,expert
1637,lunch,점심,elementary
1638,luxury,사치,intermediate
1639,machine,기계,intermediate
1640,mad,미친,elementary
1641,magazine,잡지,intermediate
1642,magnet,자석,intermediate
1643,magnificent,장대한,expert
1644,mail,우편물,elementary
1645,main,주요한,intermediate
1646,maintain,계속하다,intermediate
1647,major,큰쪽의,intermediate
1648,majority,대다수,intermediate
1649,make,만들다,elementary
1650,male,남성의,intermediate
1651,man,남자,elementary
1652,manage,관리하다,intermediate
1653,manifest,명백히 하다,expert
1654,manipulate,(손으로)다루다,expert
1655,manner,방법,intermediate
1656,manufacture,제조하다,intermediate
1657,many,많은,elementary
1658,map,지도,elementary
1659,margin,가장자리,intermediate
1660,marine,바다의,intermediate
1661,mark,표,intermediate
1662,marry,결혼하다,elementary
1663,marvel,경이,intermediate
1664,mass,덩어리,intermediate
1665,master,장,intermediate
1666,match,성냥,intermediate
1667,mate,상대,intermediate
1668,material,원료,intermediate
1669,mathematics,수학,elementary
1670,matter,물질,intermediate
1671,mature,익은,intermediate
1672,maximum,최고점,intermediate
1673,may,"5월  청춘, 인생의 봄  산사나무, 아가위나무",elementary
1674,maybe,아마,intermediate
1675,mayor,시장,intermediate
1676,meal,식사,intermediate
1677,mean,의미하다,intermediate
1678,meantime,그동안 그 사이에,intermediate
1679,meanwhile,그동안,expert
1680,measure,재다,intermediate
1681,meat,(식용짐승의)고기,elementary
1682,mechanic,직공,intermediate
1683,mechanism,(기계)장치,intermediate
1684,mediate,중재하다,intermediate
1685,medical,의학의,intermediate
1686,medicine,약,intermediate
1687,medieval,중세(풍)의,expert
1688,medium,중간,intermediate
1689,meet,-을 만나다,elementary
1690,melt,녹다,intermediate
1691,memory,기억,elementary
1692,mental,마음의,intermediate
1693,mention,말하다,intermediate
1694,merchant,상인,intermediate
1695,mere,단순한,expert
1696,merge,합병하다,expert
1697,merit,장점,intermediate
1698,mess,혼란,intermediate
1699,metal,금속,intermediate
1700,method,방법,intermediate
1701,metropolitan,수도권(의),expert
1702,microphone,확성기,intermediate
1703,microwave,극초단파 전자레인지로 요리하다,intermediate
1704,middle,한복판의,elementary
1705,might,힘,elementary
1706,migrate,이주하다,expert
1707,mild,온후한,intermediate
1708,military,군의,intermediate
1709,milk,젖,elementary
1710,mill,멧돌,intermediate
1711,million,백만,intermediate
1712,mind,마음,elementary
1713,miner,광산업자,intermediate
1714,mineral,광물,intermediate
1715,minimal,최소(한도)의,intermediate
1716,minimum,최소 한도,intermediate
1717,ministry,장관(목사)의 직(소임),intermediate
1718,minor,작은 편의,intermediate
1719,minute,분,intermediate
1720,miracle,기적,intermediate
1721,mirror,거울,elementary
1722,miss,미혼 여성 실수하다,elementary
1723,missile,미사일,intermediate
1724,mission,사명,intermediate
1725,mistake,틀리다,intermediate
1726,mix,섞다,intermediate
1727,mobile,움직이기 쉬운,intermediate
1728,mock,조롱하다,expert
1729,mode,방법,intermediate
1730,moderate,절제하는,expert
1731,modern,현대의,intermediate
1732,modest,겸손한,expert
1733,modify,변경하다,expert
1734,moisture,습기,intermediate
1735,molecule,분자,expert
1736,moment,순간,intermediate
1737,money,금전,elementary
1738,monitor,충고자,intermediate
1739,monkey,원숭이,elementary
1740,monster,괴물,intermediate
1741,month,월,elementary
1742,monument,기념비,expert
1743,mood,(일시적인)기분,intermediate
1744,moon,달,elementary
1745,moral,도덕의,intermediate
1746,moreover,그 위에,intermediate
1747,morning,아침,elementary
1748,mortal,죽을운명의,expert
1749,mother,어머니,elementary
1750,motion,운동,intermediate
1751,motive,동기,intermediate
1752,mount,산,intermediate
1753,mountain,산,elementary
1754,mouse,새앙쥐,elementary
1755,mouth,입,elementary
1756,move,움직이다,elementary
1757,movie,영화,elementary
1758,much,많은,elementary
1759,mud,진흙,intermediate
1760,multiple,복합의,intermediate
1761,multiply,늘리다,intermediate
1762,murder,살인,intermediate
1763,muscle,근육,intermediate
1764,museum,박물관,elementary
1765,mushroom,버섯,intermediate
1766,music,음악,elementary
1767,must,-해야 한다,elementary
1768,mutual,상호의,expert
1769,myth,신화,intermediate
1770,nail,손톱,intermediate
1771,naive,소박한,expert
1772,naked,발가벗은,intermediate
1773,name,이름,elementary
1774,nanny,유모,expert
1775,narrate,이야기하다,intermediate
1776,narrow,좁은,intermediate
1777,nasty,불쾌한,expert
1778,nation,국가,elementary
1779,native,타고난,intermediate
1780,nature,자연,elementary
1781,navy,해군(력),intermediate
1782,near,가까이 -의 가까이에 가까운 접근하다,elementary
1783,neat,산뜻한,intermediate
1784,necessary,필요한,intermediate
1785,neck,목,elementary
1786,need,필요,elementary
1787,needle,바늘 바늘로 꿰매다 바느질하다 아슬아슬한,intermediate
1788,negative,부정적인,intermediate
1789,neglect,게을리 하다,intermediate
1790,negotiate,교섭하다,intermediate
1791,neighbor,이웃사람(나라),intermediate
1792,neither,(둘중)어느쪽도 -아니다 -도 아니다,intermediate
1793,nephew,조카,intermediate
1794,nervous,신경의,intermediate
1795,nest,보금자리,intermediate
1796,net,그물,intermediate
1797,network,그물세공,intermediate
1798,neutral,중립의,intermediate
1799,never,결코 -아니다,elementary
1800,nevertheless,그럼에도 불구하고,intermediate
1801,new,새로운,elementary
1802,newspaper,신문,elementary
1803,next,다음의,elementary
1804,nice,니스(프랑스 남부의 항구도시),elementary
1805,night,밤,elementary
1806,nightmare,악몽,intermediate
1807,no,무의,elementary
1808,noble,고귀한,intermediate
1809,nobody,아무도 -않다 하찮은 사람,intermediate
1810,nod,끄덕이다,intermediate
1811,noise,소리,intermediate
1812,nominate,추천하다,expert
1813,none,아무도(조금도)-않다 조금도(결코)-않다,intermediate
1814,nonetheless,역시,expert
1815,nonsense,허튼 소리,intermediate
1816,noon,정오,elementary
1817,nor,-도 또한-않다,intermediate
1818,norm,표준,expert
1819,normal,표준(의),intermediate
1820,north,"북, 북 쪽, 북부",elementary
1821,nose,코,elementary
1822,not,아니다,elementary
1823,note,기록,elementary
1824,nothing,아무것도 …없다,elementary
1825,notice,"통지, 통보",intermediate
1826,notion,"n,관념",expert
1827,novel,소설,intermediate
1828,now,지금,elementary
1829,nowadays,"오늘날에는, 요즈음에는",intermediate
1830,nowhere,아무데도 …없다,intermediate
1831,nuclear,"핵의, 핵을 형성하는 원자핵의",intermediate
1832,number,수,elementary
1833,numerous,"다 수의, 수많은, 셀 수 없이 많은",expert
1834,nun,수녀 집비둘기의 일종,expert
1835,nurse,유모,elementary
1836,nut,견과,intermediate
1837,oak,참나무,intermediate
1838,obey,따르다,intermediate
1839,object,사물,intermediate
1840,objective,객관적인,intermediate
1841,oblige,(의무를)별수없이 -하게하다,expert
